"go_memstats_stack_sys_bytes","app","mysql","Number of bytes obtained from system for stack allocator.","gauge"
"go_memstats_sys_bytes","app","mysql","Number of bytes obtained by system. Sum of all system allocations.","gauge"
"http_request_duration_microseconds","app","mysql","The HTTP request latencies in microseconds.","summary"
"http_request_size_bytes","app","mysql","The HTTP request sizes in bytes.","summary"
"http_requests_total","app","mysql","Total number of HTTP requests made.","counter"
"http_response_size_bytes","app","mysql","The HTTP response sizes in bytes.","summary"
"mysql_exporter_last_scrape_duration_seconds","app","mysql","Duration of the last scrape of metrics from MySQL.","gauge"
"mysql_exporter_last_scrape_error","app","mysql","Whether the last scrape of metrics from MySQL resulted in an error (1 for error, 0 for success).","gauge"
"mysql_exporter_scrapes_total","app","mysql","Total number of times MySQL was scraped for metrics.","counter"
"mysql_global_status_aborted_clients","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_aborted_connects","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_binlog_cache_disk_use","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_binlog_cache_use","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_binlog_stmt_cache_disk_use","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_binlog_stmt_cache_use","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_buffer_pool_page_changes_total","app","mysql","Innodb buffer pool page state changes.","counter"
"mysql_global_status_buffer_pool_pages","app","mysql","Innodb buffer pool pages by state.","gauge"
"mysql_global_status_bytes_received","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_bytes_sent","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_commands_total","app","mysql","Total number of executed MySQL commands.","counter"
"mysql_global_status_compression","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_connections","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_created_tmp_disk_tables","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_created_tmp_files","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_created_tmp_tables","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_delayed_errors","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_delayed_insert_threads","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_delayed_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_flush_commands","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_handlers_total","app","mysql","Total number of executed MySQL handlers.","counter"
"mysql_global_status_innodb_buffer_pool_bytes_data","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_bytes_dirty","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_read_ahead","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_read_ahead_","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_read_ahead_","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_read_reques","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_reads","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_wait_free","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_buffer_pool_write_reque","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_fsyncs","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_pending_fsyncs","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_pending_reads","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_pending_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_read","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_reads","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_data_written","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_dblwr_pages_written","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_dblwr_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_have_atomic_builtins","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_log_waits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_log_write_requests","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_log_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_os_log_fsyncs","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_os_log_pending_fsyncs","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_os_log_pending_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_os_log_written","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_page_size","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_pages_created","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_pages_read","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_pages_written","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_row_lock_current_waits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_row_lock_time","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_row_lock_time_avg","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_row_lock_time_max","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_row_lock_waits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_innodb_row_ops_total","app","mysql","Total number of MySQL InnoDB row operations.","counter"
"mysql_global_status_innodb_truncated_status_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_blocks_not_flushed","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_blocks_unused","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_blocks_used","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_read_requests","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_reads","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_write_requests","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_key_writes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_last_query_cost","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_max_used_connections","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_not_flushed_delayed_rows","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_open_files","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_open_streams","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_open_table_definitions","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_open_tables","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_opened_files","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_opened_table_definitions","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_opened_tables","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_performance_schema_lost_total","app","mysql","Total number of MySQL instrumentations that could not be loaded or created due to memory constraints.","counter"
"mysql_global_status_prepared_stmt_count","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_free_blocks","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_free_memory","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_hits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_inserts","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_lowmem_prunes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_not_cached","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_queries_in_cache","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_qcache_total_blocks","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_queries","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_questions","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_select_full_join","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_select_full_range_join","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_select_range","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_select_range_check","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_select_scan","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slave_heartbeat_period","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slave_open_temp_tables","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slave_received_heartbeats","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slave_retried_transactions","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slave_running","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slow_launch_threads","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_slow_queries","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_sort_merge_passes","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_sort_range","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_sort_rows","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_sort_scan","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_accept_renegotiates","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_accepts","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_callback_cache_hits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_client_connects","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_connect_renegotiates","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_ctx_verify_depth","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_ctx_verify_mode","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_default_timeout","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_finished_accepts","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_finished_connects","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_session_cache_hits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_session_cache_misses","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_session_cache_overflows","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_session_cache_size","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_session_cache_timeouts","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_sessions_reused","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_used_session_cache_entries","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_verify_depth","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_ssl_verify_mode","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_table_locks_immediate","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_table_locks_waited","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_tc_log_max_pages_used","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_tc_log_page_size","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_tc_log_page_waits","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_threads_cached","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_threads_connected","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_threads_created","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_threads_running","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_uptime","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_status_uptime_since_flush_status","app","mysql","Generic metric from SHOW GLOBAL STATUS.","untyped"
"mysql_global_variables_auto_increment_increment","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_auto_increment_offset","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_autocommit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_automatic_sp_privileges","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_back_log","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_big_tables","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_binlog_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_binlog_direct_non_transacti","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_binlog_stmt_cache_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_bulk_insert_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_connect_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_default_week_format","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_delay_key_write","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_delayed_insert_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_delayed_insert_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_delayed_queue_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_div_precision_increment","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_engine_condition_pushdown","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_event_scheduler","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_expire_logs_days","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_flush","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_flush_time","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_foreign_key_checks","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_ft_max_word_len","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_ft_min_word_len","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_ft_query_expansion_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_general_log","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_group_concat_max_len","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_ignore_builtin_innodb","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_adaptive_flushing","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_adaptive_hash_index","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_additional_mem_pool_","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_autoextend_increment","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_autoinc_lock_mode","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_buffer_pool_instance","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_buffer_pool_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_checksums","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_commit_concurrency","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_concurrency_tickets","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_doublewrite","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_fast_shutdown","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_file_format_check","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_file_per_table","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_flush_log_at_trx_com","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_force_load_corrupted","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_force_recovery","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_io_capacity","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_large_prefix","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_lock_wait_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_locks_unsafe_for_bin","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_log_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_log_file_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_log_files_in_group","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_max_dirty_pages_pct","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_max_purge_lag","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_mirrored_log_groups","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_old_blocks_pct","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_old_blocks_time","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_open_files","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_print_all_deadlocks","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_purge_batch_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_purge_threads","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_random_read_ahead","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_read_ahead_threshold","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_read_io_threads","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_replication_delay","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_rollback_on_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_rollback_segments","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_spin_wait_delay","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_stats_on_metadata","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_stats_sample_pages","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_strict_mode","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_support_xa","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_sync_spin_loops","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_table_locks","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_thread_concurrency","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_thread_sleep_delay","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_use_native_aio","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_use_sys_malloc","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_innodb_write_io_threads","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_interactive_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_join_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_keep_files_on_create","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_key_buffer_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_key_cache_age_threshold","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_key_cache_block_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_key_cache_division_limit","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_large_files_support","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_large_page_size","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_large_pages","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_local_infile","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_lock_wait_timeout","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_locked_in_memory","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_log","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_log_bin","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_log_bin_trust_function_crea","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_log_queries_not_using_index","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
"mysql_global_variables_log_slave_updates","app","mysql","Generic gauge metric from SHOW GLOBAL VARIABLES.","gauge"
